,Essay_set_id,Essay_id,Essay,rater_domain_1,rater_domain_2,domain1_score
20,1.0,21.0,dear daili write address issu comput societi today day new discoveri made peopl use comput societi howev mani peopl say comput harm communtiy today go convinc societi comput much issu peopl say begin discoveri nation advanc rapidli day new discoveri benefit societi howev made possibl help comput without comput dieseas would never discov peopl would die secondli comput also increas medic care cave life death finnali comput help speed product rate car household neccess mani object ever bore home look someth dark raini chilli night ye exactli thought well new technolog advanc social network even help bore lonelyest peopl give someth even look talk someon easili internet peopl look special someon alway abl look somewher social network like twitter myspac facebook youtub alway someth econom recest seem find job hard howev internet come rescu yet internet help find job twice three time fast mani peopl also speed word use comput microsoft thing lot easier work need make hope everyon understand much comput help rather hurt newspap hope rest commun see comput help hurt thank much time effort put listen,4.0,4.0,8.0
21,1.0,22.0,dear local newspap take comput given peopl around world stay hous chate famili friend comput help peopl around world connect peopl comput help kid homework look staff happen around world,2.0,1.0,3.0
22,1.0,23.0,dear local newspap ever see child comput hour noth could get well believ harm child sinc allow exersic interact face face peopl use mind best advanc societi get laziar forget essenti thing think take step back use comput could benefit societi use obes highest kid agre exersic week would rather spend time comput think kid that children took compar children benefit technolog learn children exersic week less comput children overweight develop heart blood problem adult exercis go play friend bike go jog sound hard make spend comput think reduc obes amount believ ran overal countri comput popular websit like websit allow interact peopl island could way one comput websit allow anyon talk peopl could interest mind peopl school say one account person post person info could websit crime rate gone also websit caus peopl social skill peopl spend hour websit talk peopl forget talk face face student say would say someth onlin say someon face creat problem school could possibl make someon hurt someon els heard news suicid comput believ less peopl would spend time famili nation would closer safer comput dont allow explor natur use mind best abil comput make easi think make laziar allow read book read peopl instead go librari get book comput take away time actual use mind problem solv real life solut year learn comput hour play realiz without would make differ kid live comput chang,5.0,5.0,10.0
23,1.0,24.0,dear local newspap heard mani peopl think comput benefit societi disagre comput benefit societi teach hand eye coordin allow peopl learn foregin place allow peopl commun other onlin peopl basic born hand eye coordin peopl like exampl thank comput hand eye coordin gone averag comput increas person hand eye coordin say think learn tye hand eye coordin go amaz good hand eye coordin get far life help small everyday thing play instrument household chore also help sport need good hand eye coordin throw catch aim peopl spend time comput popul hand eye coordin would increas want that ever heard countri one realli know much look comput becom expert countri comput give us access lot knowledg make us peopl around world improv travel instead go place everi vacat go place saw onlin look excit also learn countri peopl gain respect also learn tradit cultur internet give us access world say learn mani new thing make us peopl countri environ right also awar environ sinc global warm problem learn preserv foreign place learn internet click mous virtual whose world fingertip recent studi peopl said time meet old friend internet howev made quick easi talk peopl onlin websit like keep social life tact even reunit yu old friend exampl suggest famili keep touch wih mani peopl trough also make new friend teen say alway will meet new peopl internet great way site like help find friend connect chat room random person talk talk someon hour found account keep touch also help gain confid courag say someth comput would say real life comput realli amp social life see comput barain imprdov hand eye coordin help learn far away place improv social life allow talk other comput benefit societi anymor ever know,6.0,5.0,11.0
24,1.0,25.0,dear beilev comput helpful mani peopl look inform talk friend although mani kid spend time outsid comput well occupi environ help kid learn interact other believ kid right stay comput long desir although alway make time go outsid hang friend ect comput fun alway import get outsid enjoy natur anoth reason student spend time comput health child get addict comput affect interact seriou damag brain although believ children right comput alway import spend time outsid enjoy natur anoth reason think children right comput inform learn discov mani kid grow career comput make program design kid educ onlin teach other comput non stop gener intellig base help peopl learn play discov mani peopl dream one day build comput make new program student right spend time comput also save time spend outsid friend everyon perspect think stay comput day good thing think kid might affect health think,4.0,4.0,8.0
25,1.0,26.0,think comput useless think could use mani way rememb older sister research comput gave inform need issu grappl peopl use comput everyon agre benefit societi strongli think benifit societi mani way here comput allow get touch friend research peopl place thing relax enjoy play fun entertain websit first reason allow talk famili friend get back touch friend move diffrent state easili get back touch straight comput nice send email pictur friend comput get done much faster one neighbor next reason research anyth want like peopl place thing reffer come good research project school assign rememb brother work project everyth troubl found directli comput final reason alot fun excit websit relax play websit keep busi wont bore play im bore go comput play game find com younger cousin comput make peopl becom adict ye learn interest thing internet work peopl use comput everyon agre benefit societi strongli beleiv benefit societi here get touch peopl research play fun game never decid think call talk,5.0,4.0,9.0
26,1.0,27.0,comput good get inferm play game get pictur comput might find someth someon bad viri ther vri might want shut comput get wors websit kid like game teen game adult game also pictur bad kid time lead inapropreit pictur look inferm need thing like wepon knife also differnt kind compani like good place get comput,2.0,2.0,4.0
27,1.0,28.0,dear newspap comput high tec expand everyday thing play big role societi comput improv mani differ thing without would bare get thing done although kid start goind outsid comput teach kid new thing use comput kid rare go outsid lot popul obes includ kid stay insid comput kid need go outsid evri get fresh air exercis limit time comput activ game would better child sinc comput rapidli grow adapt kid spend half day stare screen play flash game like run escap instead wast time go outsid take walk someth comput teach kid new thing googl someth like tree would get bunch websit conta inform tree kid also play game know game play teach stuff exampl littl sister goe site call nickeloden com see right teach stuff know type game prepar kindergarden day site keep adapt becom known like bing comput real use suppos want know what goind work click mous internet explor get email comput could go social network site like facebook connect friend also go instant messag site talk friend see entertain could play game rememb though stay long comput big deal commun life would difficult without rememb stay long although kid start go outsid comput teach kid new thing use,5.0,4.0,9.0
28,1.0,29.0,dear local newspap peopl throughout world use comput although peopl think comput good other could say differ comput becom socal talk friend famili also comput notic hand eye coordin improv final abl search click button instead search topic dozen book comput benefit one chate talk onlin friend famili distant friend talk computr abl connect buddi acount safe chat abl make new friend would good socal alway good friend stay touch famili peopl find hard play piano cannot look music hand someth els computr hand eye coordin improv time search topic hand type also great memori excirsis finger eventu memor key locat peopl without computr search book find inform topic other comput type topic inform need right infront abl see pictur topic even video book know search topic show pictur video one resourc peopl debat fact computr good ask computr great peopl allow peopl socal talk old friend also improv hand eye coordin final give option search topic without hastl search dozen book question comput good peopl,5.0,4.0,9.0
29,1.0,30.0,dear newspap peopl think comput benefit societi reason comput make work easier thing peopl like solv difficult problem kid like play game comput make work easier neater type often faster write alway easier read studi also shown peopl use comput work finish faster free time whatev want comput also e mail allow send work done boss without print wast paper comput solv difficult problem peopl either want wast time need solv math problem use calcul comput figur lot math problem homework think much easier use calcul last reason comput good kid like play game lot peopl say kid play comput game educ even non educ game help kid fun someth look forward work done kid say happier someth fun look forward happier kid better work hope read understand much comput contribut societi,4.0,4.0,8.0
30,1.0,31.0,agre comput deffin advantag societi think help us commun video chat famili friend onlin use great tool school work work purpos enjoy children fun comput game help prepar real life consequ like game webkinz teach kid care pet pleas friend request repli later night get home check new notif pop friend entir famili think useful sever reason like make plan parti hate write invit everi year birthday parti type take less five minut even simpler way send invat even type email messag fact got invit parti yesterday easi creat event tag friend note also easi get automat get notifi technolog like drastic make life easier exampl ever gotten someth new wait show friend well comfort home need webcam instantli connect one friend one love done room pink wallpap cute said love hair today pretti say love webcam friend see hear exact see webcam much easier spend time money mom time get ride hous comput make life much convien anoth exampl much easier comput help school work ever write report well mani time teacher especi enjoy type mani student messi hand write kid like write anyway like type faster write agre comput benefit societi importantli comput help find good job onlin even help type great resum impress would appli profession posit job know type resum conclus comput help benefici import fun societi,4.0,6.0,10.0
31,1.0,32.0,dear local newspap name citizen believ comput benefit societi opinion make town wors peopl spend way much time comput less time exercis enjoy natur interact famili friend thing comput societi time make stop first peopl comput way much teen social network site adult chatroom kid play comput game instead peopl play outsid go walk park know adult overweight peopl cut back amount time indoor could probabl bring number way also know teen comput comput good thing also bad exampl chatroom know kind peopl chatroom children need care say show internet instead play game talk boyfriend girlfriend teen go outsid exercis second citizen need enjoy natur beauti seneri around busi run check e mail notic beauti day outsid nice day peopl take kid local park pond remind last went cousin hous aunt allow us watch one hour day includ comput outsid everi singl day even stare cloud kept us activ enjoy environ last reason comput badli affect societi comput take time away interact famili friend know think comput talk famili friend instead instant messag call mayb even invit talk face face remind sister get home normal instead get come talk text day comput help peopl commun also take commun away see given three reason strongli believ comput badli everywher need open eye understand peopl spend way much time comput allow peopl enjoy natur interact famili pleas ask understand societi crash fix issu go,5.0,5.0,10.0
32,1.0,33.0,dear think effect comput peopl realli posit comput use sort thing exampl like find thing histori peopl chang world inform comput give power children learn exampl lot websit offer onlin tutor good way help pass school posit way onlin date site meet new peopl good way make life even better popular site like make good way keep touch friend past even make new one think that best opinion go school onlin done collog nuse exampl get higher degre like regist nurs think comput posit effect peopl,3.0,3.0,6.0
33,1.0,34.0,dear rumor go around say comput negit affect child life disagre comput help kid mani way help student homework let student talk friend help school project besid kid stay comput long anyway homework big role school wors get comput websit help child learn problem social studi question know go school web page there link bring math game there even scienc websit help child get stress homework comput also help student interact friend social life import grater comput aim facebook even myspac help kid impact friend kid got fight school come home work leav unseatl comput also new friend town teen need make new friesnd help life teen help ask help everi student get take home project social point time run store buy paper pencil stay home money type essay comput help social studi scienc project print pictur find inform draw hastl messi save time mess word dont understandd look comput best way project comput everyon use help parent much uss help us homework let us talk friend even help us project comput one best technolog,4.0,4.0,8.0
34,1.0,35.0,dear think comput posit effect peopl would without comput teach hand eye coordin give peopl abil learn subject want allow peopl commun matter far away obvious comput benefici think comput posit effect peopl teach hand eye coordin said earlier know peopl say comput spend less time exercis comput help throw skill hand ey coordin also appli want surgeon doctor need steadi hand readi whatev need see posit effect think comput posit effect peopl give peopl abil learn anyth want internet say want engin grow might want learn anyth everyth success later carer doctor would want know mani year colleg med school requir get medic degre comput help learn thing also teach ton thing could posit think comput posit effect peopl anoth thing hundr other let commun peopl matter far away mail enough ye mail free get less minut mail lake week go far exampl came anoth countri want lose touch peopl grew comput could use skype see new person talk phone mail even compar could never lose touch comput help peopl kind thing conclus comput posit effect peopl teach hand eye coordin give peopl abil learn subject want allow peopl commun matter far away bad reason could top make sens think think good us need less comput,4.0,5.0,9.0
35,1.0,36.0,dear ever wonder effect comput peopl neg effect comput one main reason kid exercis becom obes effect student grade isol love one first kid use comput way often result ask sinc comput use daili especi young adolesc like child becom obes research well known colleg discov kid spend two hour obes becom heavier older speak graduat told children spend time noth stare bright screen damag eye spend time outsid enjoy beauti weather consequ kid start gain bodi fat sit coach stare day instead exercis second reason comput neg effect kid harm grade spoke current student told reason grade drop busi etc focu work like grade go low show even student get bad grade addit much pay attent work effect best grade show alway go hurt academ skill last final reason comput neg effect children harm social skill outgo talk individu everytim log death trap devic selfesteem becom lower never talk friend call sit hard chair look electron devic go take life also push love one away end never spend time never call friend see keep go furthermor mom dad tell get becom cranki rude famili becuas want go back favorit electron devic realli want act way famili sum comput neg effect mani young individu reason less time exercis harm grade abl interact peopl real question though think comput neg posit effect peopl,5.0,5.0,10.0
36,1.0,37.0,dear brought attent peopl feel comput bad us peopl say distract physicaland mental health although see peopl would think believ comput good benifit societi believ comput help peopl learn stay intach friend famili live faraway stay orgin sometim peopl comput learn even know simpli visit homepag automaticli see news feed thing happen around world time peopl go onlin diliberatli learn someon think go would probabl go internet learn simpli search equador mani choic pop climat seson weather hotel option fart that way peopl learn internet mani colleg student option take lesson onlin student like calm quiet hous distract sit class friend could big distract class stay intouch friend move away rememb second grade bestfriend move away sad badey ever talk one day parent set us vidio chat felt like right great though mani peopl could use talk rel friend anoth great way stay intouch friend famili e mail write messag send make stay touch easey person want chat email easey thing send world wide mani peopl love type keyboard well mani differ paper type could lost hate clutter mani school binder paper lost take great advantag type paper everi chanc get comput keep orgin could never loos work file save idiot proof way keep file safe place press print get hard copi sure mani peopl love use comput reason also much faster typer writer work lot needey comput see plenti reason use comput goof societi learn stay intouch friend famili stay orgin mani peopl could agre,6.0,6.0,12.0
37,1.0,38.0,dear local newspap societi live peopl use comput includ computor opinion one best invent ever bad part export think spend time comput bad idea fail see good comput student use comput get inform almost anyth could use comput talk friend famili member confus navig find direct certain locat cant find way lost one best thing comput find variou amount inform opit use children attend school look find inform certain project need finish also use inform comput studi textbook isnt good also student look job local area look internet job need employe comput also use commun could long lost realtiv havent spoken easili find internet onlin commun also good chat schoolmat forgot homework need help homework im big fan onlin chat use onlin date lazi go one favorit option comput use navig certain locat want go let say forgot rel hous easili type address address easili get direct use method almost anywher want go convinc comput great piec technolog crazi comput like magic box use anyth advic get one,4.0,4.0,8.0
38,1.0,39.0,dear local newspap lot peopl use comput daili everyon agre benefit societi peopl support advsnc technolog believ comput posit effect peopl agre circumst look situat cleari dont agre due fact better spend much time comput first way better excercis enjoy natur lastli interact famili dont agre peopl ther comput thing better life first becacus use exercis talk walk around nieghborhood go hike peopl know even better go gym better way spend even instead sit infront comput noth look screen day plu exercis make stay perfect fit healthi strong long live comput kill realiti sit day comput eat feel like exercis what go kill make becom lazi noth know nobodi would want sure enjoy natur live life way need god creation natur must beauti thing world dont let go waist jump waterfal go park let wind hit face make imagin becom real enjoy natur third last interact famili friend spend time watch movi sport channel go ice cream dont let feel left unlov mall great way spend time friend famili also go water park like six flag lake compound place like nomad chucki chees great way place spend interact famili friend also bring closer well think sit infront comput screen day first waist time go exercis enjoy natur lastli interact famili friend sit infront comput waist time neg spend day live life technolog hold back real thing life thank read letter hope take consider good day,5.0,5.0,10.0
39,1.0,40.0,dear local newspap name go naylor school write convinc comput posit effect peopl pleas read follow reason comput posit effect peopl abl commun peopl world brother goe comput get talk famili like use skpye talk famili r use webcam keep touch famili teach hand eye coordin help ping pong help wacth ball comput wreak lot access differ inform mom found job comput everybodi access weather news say lack exercis peopl get addict comput get obes mess love life reason beliv comput good societi peopl agre advanc technolog technolog keep upgrad,4.0,3.0,7.0
40,1.0,41.0,think comput good talk friend famili comput peopl need comput look job peopl spend much time comput homework peopl need stop,1.0,1.0,2.0
41,1.0,42.0,dear comput negit affect peopl connect other alway comput never outsid first reason comput hurt eye long time sit peopl know complain eye hurt use comput studi show taht peopl use comput long time likli loos eye sight peopl outsid day anoth one reason peopl insid electron day less likli good peopl skill good peopl skill probibl wont alot friend need would probibl comput never know could like also insid day get proper excers could bad other third final reason peopl make fun sit insid day come comput ar comput likli fail school homework project instead comput play game likli get fight parent guardian comput never see hear also wont abl go onlin pay bill witch could bad everyon reason think comput could bad thank,4.0,4.0,8.0
42,1.0,43.0,effect peopl use comput anyth bad cous learn lot way use comput type type exercis finger finger get muscl teach rememb type without look keyboard peopl sometim use comput good write letter use pencil type print type work spend hour write someon comput help peopl exampl ir research find almost inform comput instant click comput save time lot work comput help piec technolog one best,3.0,3.0,6.0
43,1.0,44.0,peopl spend much time comput peopl spend much time comput time interact famili friend peopl spene much time comput kid spend time comput get bad grade also get tire everi easi first peopl spend much time comput kid spend hour comput spent hour comput lot kid go itun friend spent hour websit peopl spend way long comput anoth reason kid spend time comput get bad grade kid spend lot time comput forget studi test spent night comput next day fail test kid forget homework friend much fun comput forget homework kid get comput worri school final reason kid get tire comput long kid get tire anyth get comput got tire comput long took nap kid forget made plan school one kid tire blow plan made friend kid need get away comput conclus kid spend much time comput peopl spend much time comput kid end get bad grade spend time comput aslo kid get tire quickli comput someth done,4.0,4.0,8.0
